,name,subway,시도,시군구,읍면동,coord,sub_count,sub_list,bus_count,bus_list
1653,대림경동아파트,0,서울특별시,강서구,가양2동,"(126.8531975563, 37.5655709197)",0,[],8,"[(126.85563388, 37.5641750745), (126.85265583165, 37.5639844584), (126.8531603674, 37.5653815416), (126.8550610541, 37.5642788368), (126.8500667543, 37.5660786816), (126.8512313089, 37.5668574998), (126.8531975563, 37.5655709197), (126.8517341008, 37.5666784742)]"
1654,대림그린빌라,0,서울특별시,구로구,개봉2동,"(126.851980851, 37.4899428967)",0,[],9,"[(126.8530117219, 37.4898571002), (126.8525393707, 37.4899152575), (126.8510617558, 37.4897744226), (126.851980851, 37.4899428967), (126.8516439696, 37.4911153027), (126.851708986, 37.4904869865), (126.8516067196, 37.4915287161), (126.851525889, 37.4922920583), (126.8540005837, 37.4916113652)]"
1655,대림동우성아파트,0,서울특별시,영등포구,대림1동,"(126.90212553025, 37.4961923681)",0,[],2,"[(126.90212553025, 37.4961923681), (126.90332908326668, 37.4966780847)]"
1656,대림동우체국,0,서울특별시,영등포구,대림2동,"(126.9051249039, 37.48956977865)",0,[],6,"[(126.9051249039, 37.48956977865), (126.9058772925, 37.48742608005), (126.90497213805, 37.4874218114), (126.90740875, 37.4900091808), (126.90744620255, 37.48937879565), (126.9033017495, 37.49077812365)]"
1657,대림동코오롱아파트,0,서울특별시,영등포구,대림3동,"(126.8943481198, 37.5076119174)",0,[],4,"[(126.8943481198, 37.5076119174), (126.8941847732, 37.5070915075), (126.89641458045, 37.5087632789), (126.891974855, 37.5076537599)]"
1658,대림동현대3차아파트,0,서울특별시,영등포구,대림3동,"(126.8965868358, 37.5043945775)",0,[],6,"[(126.8965868358, 37.5043945775), (126.8981002712, 37.5050358038), (126.8963243593, 37.5030454959), (126.8958000579, 37.5037954007), (126.8947544193, 37.5031263915), (126.896890644, 37.5045016432)]"
1659,대림모터스,0,서울특별시,은평구,대조동,"(126.9178874323, 37.6145127694)",0,[],8,"[(126.9151778357, 37.61528083655), (126.9173678461, 37.61210523), (126.9162412405, 37.6148239815), (126.9172678516, 37.6143315978), (126.9178874323, 37.6145127694), (126.917821606, 37.6140827146), (126.9188581659, 37.6165184278), (126.9177409601, 37.6146554249)]"
1660,대림벽산아파트,0,서울특별시,노원구,중계본동,"(127.0770711525, 37.64761160865)",0,[],10,"[(127.0770711525, 37.64761160865), (127.0740001424, 37.6475562368), (127.0742381086, 37.6466038718), (127.0765400742, 37.6472311455), (127.07671095875, 37.6497882297), (127.0739639586, 37.647644168), (127.0774770958, 37.6479994579), (127.0794417737, 37.6481107341), (127.0797555922, 37.6480296317), (127.073837, 37.647688)]"
1661,대림상가,0,서울특별시,성동구,응봉동,"(127.0344593886, 37.5538610505)",0,[],14,"[(127.0350706955, 37.5519129759), (127.0344593886, 37.5538610505), (127.0316785323, 37.5524346575), (127.0316295407, 37.5524855956), (127.03275887725, 37.55475587445), (127.0333995075, 37.5536223135), (127.03426289065, 37.555128625175), (127.03442153785, 37.5521024815), (127.0317155249, 37.55442273185), (127.033816185, 37.55549010495), (127.0340537629, 37.5561425308), (127.034045985, 37.5562411483), (127.035913, 37.554757), (127.037456, 37.553571)]"
1662,대림상가앞,0,서울특별시,성북구,길음1동,"(127.0199167441, 37.610864269)",0,[],9,"[(127.0198021041, 37.6099491518), (127.0216692308, 37.6111358988), (127.0199167441, 37.610864269), (127.0176782754, 37.6119803839), (127.0176418276, 37.6122787391), (127.0226541291, 37.61139247), (127.0206718613, 37.608688594), (127.02223471485, 37.61120329515), (127.0182589779, 37.61101349495)]"
1663,대림시장,0,서울특별시,은평구,응암3동,"(126.9167962016, 37.58821747485)",0,[],5,"[(126.9167962016, 37.58821747485), (126.9187777824, 37.58887919115), (126.91820815245, 37.5893057182), (126.91933756255, 37.5889188485), (126.91628514863334, 37.590820552766665)]"
1664,대림아파트,0,서울특별시,영등포구,여의동,"(126.93658604596, 37.52650117258)",0,[],2,"[(126.93658604596, 37.52650117258), (126.93582948205, 37.524393342500005)]"
1665,대림아파트상가,0,서울특별시,노원구,상계10동,"(127.0588384179, 37.6603699626)",0,[],6,"[(127.0588384179, 37.6603699626), (127.05983612, 37.6610613939), (127.0582719444, 37.6621522102), (127.0574348413, 37.6613362955), (127.0594229013, 37.6606613094), (127.0576276742, 37.6611963727)]"
1666,대림아파트후문,0,서울특별시,서초구,반포본동,"(126.99057656883332, 37.51110079003333)",0,[],1,"[(126.99057656883332, 37.51110079003333)]"
1667,대림아파트후문.성남중.고교,0,서울특별시,동작구,대방동,"(126.92488768915, 37.50579583385)",0,[],11,"[(126.92614867185, 37.50520613385), (126.92488768915, 37.50579583385), (126.9230402931, 37.5039977996), (126.92616226695, 37.508283724), (126.9216885218, 37.5063636654), (126.92207198905, 37.504781169), (126.9230906508, 37.506889108), (126.9252662338, 37.5045467243), (126.92163308785, 37.50511935805), (126.9224904421, 37.5039996764), (126.9240783709, 37.5039423176)]"
1668,대림약국,0,서울특별시,서초구,서초1동,"(127.020838161, 37.4904269576)",0,[],10,"[(127.020838161, 37.4904269576), (127.0207951435, 37.4922125674), (127.0196535904, 37.4903486546), (127.01886082225, 37.489577278), (127.0211892004, 37.4902399015), (127.0213662544, 37.4905140641), (127.0215401, 37.4898332), (127.0215401, 37.4898332), (127.0215401, 37.4898332), (127.0215401, 37.4898332)]"
1669,대림역,0,서울특별시,구로구,구로4동,"(126.8947555158, 37.49281027108572)",1,"[(126.8947998, 37.4934315)]",6,"[(126.8947555158, 37.49281027108572), (126.8965263135, 37.4926195884), (126.8942424275, 37.4943852562), (126.896927535, 37.49294214145), (126.8921050681, 37.4913684079), (126.8949615, 37.4925043)]"
1670,대림역12번출구,0,서울특별시,영등포구,대림2동,"(126.8965263135, 37.4926195884)",1,"[(126.8947998, 37.4934315)]",5,"[(126.8947555158, 37.49281027108572), (126.8965263135, 37.4926195884), (126.8942424275, 37.4943852562), (126.896927535, 37.49294214145), (126.8949615, 37.4925043)]"
1671,대림역4번출구,0,서울특별시,구로구,구로4동,"(126.8942424275, 37.4943852562)",1,"[(126.8947998, 37.4934315)]",5,"[(126.8947555158, 37.49281027108572), (126.8965263135, 37.4926195884), (126.8942424275, 37.4943852562), (126.896927535, 37.49294214145), (126.8949615, 37.4925043)]"
1672,대림역7호선,0,서울특별시,영등포구,대림3동,"(126.896927535, 37.49294214145)",1,"[(126.8947998, 37.4934315)]",6,"[(126.89956610784, 37.49401120612), (126.8947555158, 37.49281027108572), (126.8965263135, 37.4926195884), (126.8942424275, 37.4943852562), (126.896927535, 37.49294214145), (126.8949615, 37.4925043)]"
1673,대림역삼아파트,0,서울특별시,강남구,역삼2동,"(127.0459062033, 37.4962198177)",0,[],11,"[(127.046226300375, 37.4936291165), (127.0459062033, 37.4962198177), (127.0481387921, 37.4945270259), (127.0449116672, 37.49808012615), (127.0466509054, 37.4946514479), (127.0436281328, 37.498061402), (127.0477525918, 37.4946076331), (127.0440700787, 37.4981583825), (127.0460195, 37.4937795), (127.045956, 37.496261), (127.04655, 37.494906)]"
1674,대림요양병원,0,서울특별시,영등포구,대림3동,"(126.90005343025, 37.50242598485)",0,[],7,"[(126.90005343025, 37.50242598485), (126.9003429249, 37.503238932), (126.8984627212, 37.5008162954), (126.9020139228, 37.50371235995), (126.8970936784, 37.5016149475), (126.9016349712, 37.5018770149), (126.8993399535, 37.5009923564)]"
1675,대림초등학교,0,서울특별시,동작구,대방동,"(126.92630493495, 37.4997446804)",1,"[(126.9277067, 37.499653)]",10,"[(126.9286842559, 37.4987106781), (126.9267424118, 37.4997823981), (126.9278261496, 37.5020450611), (126.92630493495, 37.4997446804), (126.9241851179, 37.4978180239), (126.9239313984, 37.5000652043), (126.92794834615, 37.4979680145), (126.9277414917, 37.500357607), (126.9238956551, 37.4991741752), (126.92794, 37.498295)]"
1676,대림코오롱아파트,0,서울특별시,영등포구,대림3동,"(126.8941847732, 37.5070915075)",0,[],4,"[(126.8943481198, 37.5076119174), (126.8941847732, 37.5070915075), (126.89641458045, 37.5087632789), (126.891974855, 37.5076537599)]"
1677,대림포교원,0,서울특별시,영등포구,대림1동,"(126.90314914485, 37.49224959975)",0,[],4,"[(126.9014972165, 37.49086295315), (126.9042255569, 37.493236718800006), (126.90314914485, 37.49224959975), (126.9033017495, 37.49077812365)]"
1678,대림프라자,0,서울특별시,동작구,사당3동,"(126.9741650507, 37.483684733450005)",1,"[(126.9721327, 37.4839833)]",7,"[(126.97115543753334, 37.48454144), (126.9749664793, 37.4861558961), (126.976942056, 37.4837201823), (126.9741650507, 37.483684733450005), (126.976087876, 37.4833242976), (126.97390343886669, 37.48340331916666), (126.9771858425, 37.48420577815)]"
1679,대명빌라,0,서울특별시,서대문구,연희동,"(126.9270092222, 37.5729630651)",0,[],12,"[(126.9284116957, 37.5729428638), (126.9253428816, 37.5709515204), (126.9270092222, 37.5729630651), (126.9262282201, 37.5721382159), (126.9294538575, 37.5717679878), (126.9281328291, 37.5731053297), (126.9272778045, 37.5754242056), (126.92697292355, 37.574751422350005), (126.9252318624, 37.5752479902), (126.9270035, 37.574753), (126.9270035, 37.574753), (126.9264188, 37.5754217)]"
1680,대명슈퍼앞,0,서울특별시,광진구,중곡4동,"(127.0930072437, 37.5588691194)",0,[],5,"[(127.09003473425, 37.5589556067), (127.0930072437, 37.5588691194), (127.0916824606, 37.558642234450005), (127.09408833015, 37.55917952375), (127.09483718005, 37.56010897415)]"
1681,대명아파트,0,서울특별시,마포구,연남동,"(126.9242978526, 37.5621764791)",1,"[(126.9247949, 37.5595278)]",9,"[(126.9222416728, 37.5637198377), (126.9242978526, 37.5621764791), (126.924970836, 37.5640020603), (126.9242512549, 37.5646154921), (126.9275884523, 37.5625008859), (126.9230394761, 37.5641222688), (126.9219101261, 37.5622600135), (126.9230364081, 37.5608760863), (126.9254138677, 37.5633477331)]"
1682,대명프라자,0,서울특별시,중랑구,신내1동,"(127.0968447734, 37.6025290177)",0,[],2,"[(127.0968447734, 37.6025290177), (127.09565329555, 37.603700774)]"
1683,대방교회,0,서울특별시,동작구,대방동,"(126.9230402931, 37.5039977996)",0,[],14,"[(126.9218342651, 37.50380795), (126.9217278782, 37.5035625656), (126.92488768915, 37.50579583385), (126.9230402931, 37.5039977996), (126.9254343202, 37.5029620231), (126.9210430897, 37.5023756414), (126.9216885218, 37.5063636654), (126.92207198905, 37.504781169), (126.9252662338, 37.5045467243), (126.92163308785, 37.50511935805), (126.91990110985, 37.504097106900005), (126.9241049106, 37.5028693967), (126.9224904421, 37.5039996764), (126.9240783709, 37.5039423176)]"
1684,대방동주공아파트,0,서울특별시,동작구,대방동,"(126.9288395395, 37.5090197295)",0,[],5,"[(126.9288395395, 37.5090197295), (126.92616226695, 37.508283724), (126.9300354625, 37.5079817187), (126.92991697315, 37.50770309545), (126.9290480575, 37.508750149)]"
1685,대방동주민센터,0,서울특별시,동작구,대방동,"(126.92616226695, 37.508283724)",0,[],5,"[(126.924314398175, 37.51003757165), (126.92488768915, 37.50579583385), (126.9288395395, 37.5090197295), (126.92616226695, 37.508283724), (126.9290480575, 37.508750149)]"
1686,대방목욕탕,0,서울특별시,동작구,대방동,"(126.9323109416, 37.50713409955)",0,[],5,"[(126.9323109416, 37.50713409955), (126.93310034825, 37.50599930285), (126.9346279822, 37.50558808355), (126.9300354625, 37.5079817187), (126.92991697315, 37.50770309545)]"
1687,대방어린이도서관,0,서울특별시,동작구,대방동,"(126.9254343202, 37.5029620231)",0,[],9,"[(126.9278261496, 37.5020450611), (126.92614867185, 37.50520613385), (126.9230402931, 37.5039977996), (126.9254343202, 37.5029620231), (126.9252662338, 37.5045467243), (126.9241049106, 37.5028693967), (126.9224904421, 37.5039996764), (126.9240783709, 37.5039423176), (126.9267076907, 37.5026977413)]"
1688,대방역,0,서울특별시,영등포구,신길7동,"(126.9246746112125, 37.51312017825)",1,"[(126.9257017, 37.51331)]",7,"[(126.92181234485, 37.5138811127), (126.9246746112125, 37.51312017825), (126.9273337064, 37.5147077946), (126.9274446335, 37.5130238494), (126.9277043086, 37.5130829629), (126.9275391654, 37.5129150083), (126.9224010836, 37.51163743845)]"
1689,대방역.여의교앞,0,서울특별시,동작구,대방동,"(126.9273337064, 37.5147077946)",1,"[(126.9257017, 37.51331)]",6,"[(126.9246746112125, 37.51312017825), (126.9273337064, 37.5147077946), (126.9274446335, 37.5130238494), (126.9277043086, 37.5130829629), (126.9275391654, 37.5129150083), (126.9277969, 37.5159431)]"
1690,대방역1번출구,0,서울특별시,동작구,대방동,"(126.9274446335, 37.5130238494)",1,"[(126.9257017, 37.51331)]",5,"[(126.9246746112125, 37.51312017825), (126.9273337064, 37.5147077946), (126.9274446335, 37.5130238494), (126.9277043086, 37.5130829629), (126.9275391654, 37.5129150083)]"
1691,대방역1번출구앞,0,서울특별시,동작구,대방동,"(126.9277043086, 37.5130829629)",1,"[(126.9257017, 37.51331)]",5,"[(126.9246746112125, 37.51312017825), (126.9273337064, 37.5147077946), (126.9274446335, 37.5130238494), (126.9277043086, 37.5130829629), (126.9275391654, 37.5129150083)]"
1692,대방역2번출구앞,0,서울특별시,동작구,대방동,"(126.9275391654, 37.5129150083)",1,"[(126.9257017, 37.51331)]",5,"[(126.9246746112125, 37.51312017825), (126.9273337064, 37.5147077946), (126.9274446335, 37.5130238494), (126.9277043086, 37.5130829629), (126.9275391654, 37.5129150083)]"
1693,대방중학교,0,서울특별시,동작구,신대방1동,"(126.91448888605, 37.49551655305)",0,[],8,"[(126.9115565088, 37.4955941372), (126.9134086013, 37.4963954784), (126.91448888605, 37.49551655305), (126.9133587546, 37.4965019378), (126.9172108941, 37.494365998800006), (126.91743272115, 37.4957886056), (126.9152565115, 37.4936888079), (126.9115628545, 37.4953647805)]"
1694,대방천사거리,0,서울특별시,영등포구,신길6동,"(126.9197357029, 37.4985957789)",1,"[(126.9205725, 37.4995684)]",9,"[(126.9197357029, 37.4985957789), (126.9201857147, 37.4981446095), (126.9165249408, 37.4983756591), (126.9226557501, 37.497693406), (126.9197422344, 37.4998356934), (126.9189104831, 37.4999385801), (126.92011619496668, 37.4987227028), (126.9220002288, 37.4998605776), (126.9178384, 37.497931)]"
1695,대방초등학교,0,서울특별시,영등포구,신길7동,"(126.9210430897, 37.5023756414)",0,[],9,"[(126.9218342651, 37.50380795), (126.9217278782, 37.5035625656), (126.9230402931, 37.5039977996), (126.9210430897, 37.5023756414), (126.9220002288, 37.4998605776), (126.92207198905, 37.504781169), (126.91990110985, 37.504097106900005), (126.9241049106, 37.5028693967), (126.9224904421, 37.5039996764)]"
1696,대법원,0,서울특별시,서초구,서초3동,"(127.0065170038, 37.491553052)",0,[],8,"[(127.0065170038, 37.491553052), (127.007896941, 37.4911171449), (127.0072658333, 37.4928824468), (127.0086430991, 37.4920474755), (127.0080558712, 37.4912723126), (127.0080245378, 37.4908473102), (127.0067758236, 37.4914936681), (127.007688, 37.49184)]"
1697,대상APT,0,서울특별시,구로구,개봉3동,"(126.8500314012, 37.4819792298)",0,[],3,"[(126.8526290238, 37.4823106319), (126.8500314012, 37.4819792298), (126.8485841555, 37.4823644794)]"
1698,대상아파트,0,서울특별시,마포구,망원2동,"(126.89978110525, 37.5597142447)",0,[],7,"[(126.89978110525, 37.5597142447), (126.89934555475, 37.560313109), (126.89892256925, 37.5609032572), (126.90298272535, 37.5600844321), (126.90101413905, 37.5579509583), (126.8992453681, 37.560348747), (126.90043694985, 37.55878111615)]"
1699,대상타운현대아파트,0,서울특별시,도봉구,방학1동,"(127.0462900738, 37.66573913295)",1,"[(127.0444445, 37.6655976)]",5,"[(127.0462900738, 37.66573913295), (127.0429898026, 37.666007880150005), (127.0460509097, 37.667380836), (127.0462392947, 37.66595938835), (127.0461711313, 37.6673964222)]"
1700,대성교회,0,서울특별시,용산구,이태원2동,"(126.988417666, 37.5387551431)",0,[],9,"[(126.9868243481, 37.5371210336), (126.98908369295, 37.54104699975), (126.988417666, 37.5387551431), (126.98947345085, 37.5393892062), (126.9885713712, 37.5389020222), (126.987184841, 37.5397877063), (126.9869191469, 37.5408523911), (126.9873585707, 37.5397464596), (126.9865964779, 37.5377097083)]"
1701,대성마트,0,서울특별시,강서구,화곡4동,"(126.8560235823, 37.5364640791)",0,[],12,"[(126.85696480885, 37.53557464405), (126.8592622281, 37.53717468065), (126.85449794665, 37.5364691004), (126.8560235823, 37.5364640791), (126.8550877515, 37.535873747050005), (126.8560298475, 37.534970992725), (126.85504088865, 37.53747257155), (126.8583158079, 37.53643746115), (126.8540651164, 37.53711439415), (126.85751004115, 37.53735914545), (126.8537473057, 37.53522057925), (126.85858996675, 37.53785637615)]"
1702,대성병원,0,서울특별시,영등포구,도림동,"(126.9099866163, 37.5122667827)",0,[],6,"[(126.9099866163, 37.5122667827), (126.90927088, 37.512520035), (126.91169041095, 37.5143726432), (126.9122694081, 37.5110095209), (126.91282450245, 37.51118627125), (126.9101786063, 37.5109244991)]"
1703,대성빌라정문,0,서울특별시,강북구,송중동,"(127.0302899551, 37.62482066355)",0,[],12,"[(127.0284594499, 37.6268649003), (127.0310001211, 37.6238588404), (127.03248598615, 37.625505110125), (127.0302899551, 37.62482066355), (127.0320590684, 37.6236032594), (127.03236628845, 37.62332957075), (127.03228876335, 37.6263055883), (127.03220926645, 37.624462491900005), (127.02969784575, 37.625698963000005), (127.029313, 37.627026), (127.0324578678, 37.6255057955), (127.0319422515, 37.6231575373)]"
1704,대성아파트.건영아파트후문,0,서울특별시,영등포구,신길3동,"(126.9003429249, 37.503238932)",0,[],7,"[(126.90005343025, 37.50242598485), (126.9003429249, 37.503238932), (126.90309109645, 37.5045251313), (126.8981002712, 37.5050358038), (126.9020139228, 37.50371235995), (126.9016349712, 37.5018770149), (126.8993399535, 37.5009923564)]"
1705,대성유니드아파트,0,서울특별시,동작구,상도3동,"(126.93078749243334, 37.4951713521)",0,[],9,"[(126.9324013013, 37.4960888077), (126.93078749243334, 37.4951713521), (126.931768398, 37.4975940937), (126.93070551895, 37.4965959406), (126.93203096445, 37.49526094755), (126.9320755241, 37.4965364296), (126.93272954405, 37.4945731677), (126.9334657277, 37.4955952787), (126.93004316585, 37.4977659994)]"
1706,대성정육점,0,서울특별시,강서구,화곡2동,"(126.8550877515, 37.535873747050005)",0,[],11,"[(126.85696480885, 37.53557464405), (126.85449794665, 37.5364691004), (126.8560235823, 37.5364640791), (126.8550877515, 37.535873747050005), (126.8560298475, 37.534970992725), (126.85504088865, 37.53747257155), (126.8583158079, 37.53643746115), (126.8540651164, 37.53711439415), (126.85393494385, 37.53364079080001), (126.85751004115, 37.53735914545), (126.8537473057, 37.53522057925)]"
1707,대성중.고등학교,0,서울특별시,은평구,갈현2동,"(126.91139810095, 37.6223167274)",0,[],2,"[(126.91139810095, 37.6223167274), (126.9128241396, 37.620540182750005)]"
1708,대성학원,0,서울특별시,강서구,화곡4동,"(126.8575189403, 37.5336142572)",0,[],8,"[(126.8562389727, 37.5314251714), (126.85696480885, 37.53557464405), (126.8580346098, 37.5315192292), (126.8578694267, 37.5317564379), (126.8575189403, 37.5336142572), (126.8560298475, 37.534970992725), (126.8575750867, 37.5315910674), (126.8588601351, 37.5318048524)]"
1709,대순진리회,0,서울특별시,강동구,성내2동,"(127.131195207875, 37.530317973)",0,[],5,"[(127.131195207875, 37.530317973), (127.1339561171, 37.5295263829), (127.128125135575, 37.531152895575), (127.13296135895, 37.53249411015), (127.1281515, 37.5311325)]"
1710,대순진리회앞.구.새마을금고,0,서울특별시,광진구,중곡4동,"(127.0874300416, 37.5609405817)",0,[],8,"[(127.0872203477, 37.5614468159), (127.0886732797, 37.5588478668), (127.0874300416, 37.5609405817), (127.0878522092, 37.5584231691), (127.0877591991, 37.558325025), (127.08801453135, 37.55857875225), (127.0871307282, 37.5623781396), (127.087134815, 37.55963595)]"
1711,대신시장,0,서울특별시,영등포구,영등포본동,"(126.9163135124, 37.511935342575)",0,[],5,"[(126.9163135124, 37.511935342575), (126.9173234906, 37.5117901862), (126.9171293043, 37.5108156463), (126.9158559822, 37.5103408354), (126.9142634385, 37.511412992)]"
1712,대신시장.기업은행,0,서울특별시,영등포구,신길1동,"(126.9173234906, 37.5117901862)",0,[],5,"[(126.9163135124, 37.511935342575), (126.9173234906, 37.5117901862), (126.9171293043, 37.5108156463), (126.9158559822, 37.5103408354), (126.9142634385, 37.511412992)]"
