,name,subway,시도,시군구,읍면동,coord,sub_count,sub_list,bus_count,bus_list
3540,서울버스종점,0,서울특별시,송파구,장지동,"(127.13727326475, 37.48040528815)",0,[],5,"[(127.13727326475, 37.48040528815), (127.1390056766, 37.4784105512), (127.13904, 37.480473), (127.138612171, 37.4795443554), (127.1359270751, 37.48042247125)]"
3541,서울북부지방검찰청.성우현대아파트,0,서울특별시,도봉구,도봉2동,"(127.048091468, 37.6759843267)",1,"[(127.0448981, 37.6752038)]",5,"[(127.0493045611, 37.6782308552), (127.046959395, 37.674079635425), (127.048091468, 37.6759843267), (127.0488909599, 37.677330308), (127.0481407423, 37.67605630545)]"
3542,서울북부지방법원,0,서울특별시,도봉구,도봉2동,"(127.0488909599, 37.677330308)",0,[],7,"[(127.0490492239, 37.679511376), (127.0494261349, 37.6790542438), (127.0493045611, 37.6782308552), (127.048091468, 37.6759843267), (127.0488909599, 37.677330308), (127.0481407423, 37.67605630545), (127.0494168406, 37.6790240557)]"
3543,서울북부지방법원.검찰청.도봉역성황당,0,서울특별시,도봉구,도봉2동,"(127.04490624605, 37.67726071685)",1,"[(127.0448981, 37.6752038)]",4,"[(127.0436001028, 37.67862719045), (127.04490624605, 37.67726071685), (127.04366920645, 37.67706922365), (127.04236374075, 37.67898563895)]"
3544,서울북부지방법원.검찰청.성우아파트,0,서울특별시,도봉구,도봉2동,"(127.0481407423, 37.67605630545)",0,[],5,"[(127.0493045611, 37.6782308552), (127.046959395, 37.674079635425), (127.048091468, 37.6759843267), (127.0488909599, 37.677330308), (127.0481407423, 37.67605630545)]"
3545,서울산업정보학교.삼성교,0,서울특별시,관악구,대학동,"(126.94159068045, 37.4708063474)",0,[],7,"[(126.94159068045, 37.4708063474), (126.93820108725, 37.47092377695), (126.9445007274, 37.4701847709), (126.9407941266, 37.4709766666), (126.93975873735, 37.4704052057), (126.943152, 37.47314910000001), (126.943152, 37.47314910000001)]"
3546,서울산업진흥원.국악방송,0,서울특별시,마포구,서강동,"(126.9275473964, 37.549895761)",0,[],9,"[(126.9279558581, 37.55197008395), (126.926141839825, 37.547674076275), (126.9275473964, 37.549895761), (126.9273551727, 37.5512105644), (126.9302740572, 37.55027211925), (126.928668, 37.5501021362), (126.9294233643, 37.55020656295), (126.9275473964, 37.549895761), (126.92668541446666, 37.5500754491)]"
3547,서울상록회관.한국기술센터,0,서울특별시,강남구,역삼1동,"(127.0439700509, 37.503077193)",0,[],4,"[(127.041712436, 37.5047537135), (127.0439700509, 37.503077193), (127.0441325137, 37.5028892446), (127.0444443, 37.5005362)]"
3548,서울성곽.성대후문,0,서울특별시,종로구,혜화동,"(126.9896241881, 37.5893682771)",0,[],3,"[(126.9896241881, 37.5893682771), (126.99218160936668, 37.590544656666665), (126.9898018201, 37.5890441361)]"
3549,서울성모병원,0,서울특별시,서초구,반포4동,"(127.0055499914, 37.5028819916)",1,"[(127.0048756, 37.5048493)]",2,"[(127.0055499914, 37.5028819916), (127.0062505502, 37.5033097796)]"
3550,서울성모병원.서울지방조달청,0,서울특별시,서초구,반포4동,"(127.0040275959, 37.5003385463)",0,[],4,"[(127.0045250991, 37.4979562272), (127.0040275959, 37.5003385463), (127.00397386956666, 37.499993885466665), (127.0008408063, 37.5009077051)]"
3551,서울성심병원,0,서울특별시,동대문구,청량리동,"(127.05054334785, 37.5845155908)",0,[],7,"[(127.04951845745, 37.58621284395), (127.0520846119, 37.5865107343), (127.0526905202, 37.5847834512), (127.05054334785, 37.5845155908), (127.0532005888, 37.5831056742), (127.0534104535, 37.5838303223), (127.0484429381, 37.5827855855)]"
3552,서울세관,0,서울특별시,강남구,논현2동,"(127.0353403757, 37.5171804857)",0,[],3,"[(127.0353403757, 37.5171804857), (127.0348110474, 37.515297212), (127.03626906585, 37.5156686566)]"
3553,서울세관사거리,0,서울특별시,강남구,논현2동,"(127.0348110474, 37.515297212)",2,"[(127.0317742, 37.5142998), (127.0317742, 37.5142998)]",5,"[(127.0353403757, 37.5171804857), (127.0348110474, 37.515297212), (127.03626906585, 37.5156686566), (127.0354299213, 37.5143364758), (127.0352146812, 37.5135490972)]"
3554,서울수목원현대홈타운,0,서울특별시,구로구,항동,"(126.821237, 37.484441)",0,[],3,"[(126.82338481615, 37.48588071435), (126.821237, 37.484441), (126.82236917566668, 37.4841323149)]"
3555,서울숲,0,서울특별시,성동구,성수1가1동,"(127.04457710885, 37.54312353255)",1,"[(127.0448771, 37.54402650000001)]",8,"[(127.0461215175, 37.5412079751), (127.0440438821, 37.54125374105), (127.04284099005, 37.5421341038), (127.04457710885, 37.54312353255), (127.04515759185, 37.54374950425), (127.0443143499, 37.5453163714), (127.0436285, 37.5435456), (127.0457512, 37.5443817)]"
3556,서울숲역,0,서울특별시,성동구,성수1가1동,"(127.04515759185, 37.54374950425)",1,"[(127.0448771, 37.54402650000001)]",9,"[(127.0461215175, 37.5412079751), (127.0440438821, 37.54125374105), (127.04284099005, 37.5421341038), (127.04457710885, 37.54312353255), (127.04515759185, 37.54374950425), (127.0447331401, 37.54622898275), (127.0443143499, 37.5453163714), (127.0436285, 37.5435456), (127.0457512, 37.5443817)]"
3557,서울숲지구대앞,0,서울특별시,성동구,성수2가1동,"(127.052422893, 37.5378463407)",0,[],8,"[(127.05557527715, 37.53870712025), (127.0552126308, 37.5372542905), (127.052422893, 37.5378463407), (127.0497141791, 37.5381555726), (127.0497796401, 37.5381706702), (127.050705909, 37.53993836135), (127.05345060665, 37.5392498922), (127.05252470045, 37.5402759878)]"
3558,서울숲코오롱디지털타워2차,0,서울특별시,성동구,성수2가1동,"(127.05383188065, 37.54133789465)",0,[],6,"[(127.05483658125, 37.54003637405), (127.05383188065, 37.54133789465), (127.05345060665, 37.5392498922), (127.05252470045, 37.5402759878), (127.0552202612, 37.539895918), (127.0554059613, 37.5399244973)]"
3559,서울숲푸르지오아파트,0,서울특별시,성동구,금호4가동,"(127.0242600658, 37.5450173277)",0,[],6,"[(127.0252357199, 37.5467783786), (127.0245946774, 37.5453112369), (127.0242600658, 37.5450173277), (127.0244685791, 37.545231922), (127.0227817348, 37.5435114155), (127.0253150506, 37.5467638544)]"
3560,서울숲푸르지오아파트정문,0,서울특별시,성동구,금호4가동,"(127.0244685791, 37.545231922)",0,[],6,"[(127.0252357199, 37.5467783786), (127.0245946774, 37.5453112369), (127.0242600658, 37.5450173277), (127.0244685791, 37.545231922), (127.0227817348, 37.5435114155), (127.0253150506, 37.5467638544)]"
3561,서울숲푸르지오아파트후문,0,서울특별시,성동구,금호4가동,"(127.0227817348, 37.5435114155)",0,[],4,"[(127.0245946774, 37.5453112369), (127.0242600658, 37.5450173277), (127.0244685791, 37.545231922), (127.0227817348, 37.5435114155)]"
3562,서울스퀘어앞,0,서울특별시,중구,회현동,"(126.9727847001, 37.5553184951)",1,"[(126.9715835, 37.5559588)]",5,"[(126.9736347966, 37.5538191493), (126.9727847001, 37.5553184951), (126.97234616644, 37.55715680144), (126.9726190459, 37.55534204975), (126.9727726576, 37.5554664032)]"
3563,서울시교육청,0,서울특별시,종로구,교남동,"(126.966867, 37.569301)",0,[],10,"[(126.9685514784, 37.5683096578), (126.9639580128, 37.5687281289), (126.9644122873, 37.5679507941), (126.9644319566, 37.5681995005), (126.9687628909, 37.5678204095), (126.9684410002, 37.567780077), (126.966867, 37.569301), (126.9658537057, 37.5700201439), (126.9643812079, 37.5679842414), (126.9651081997, 37.5674610509)]"
3564,서울시동부교육지원청.해성국제컨벤션고교,0,서울특별시,동대문구,전농2동,"(127.0569582856, 37.5788971298)",0,[],4,"[(127.0569582856, 37.5788971298), (127.0567562793, 37.5789599072), (127.0591885467, 37.5776793613), (127.0576881215, 37.5764314097)]"
3565,서울시동부기술교육원,0,서울특별시,강동구,명일1동,"(127.1434559296, 37.55470087935)",0,[],7,"[(127.144571, 37.556602), (127.14424711705, 37.5536957397), (127.1440044126, 37.5521479025), (127.1434559296, 37.55470087935), (127.1446290993, 37.5560300716), (127.1464891526, 37.55471034215), (127.144282, 37.553741)]"
3566,서울시동부기술교육원.명덕초교,0,서울특별시,강동구,고덕1동,"(127.1446290993, 37.5560300716)",0,[],7,"[(127.144571, 37.556602), (127.14424711705, 37.5536957397), (127.1434559296, 37.55470087935), (127.1446290993, 37.5560300716), (127.1464891526, 37.55471034215), (127.1448052563, 37.5576935223), (127.144282, 37.553741)]"
3567,서울시동부병원,0,서울특별시,동대문구,용신동,"(127.03070403283334, 37.5753426514)",0,[],8,"[(127.0305988563, 37.5726574087), (127.03070403283334, 37.5753426514), (127.0317891711, 37.5738381338), (127.0299990118, 37.5775089018), (127.028363387, 37.5771977204), (127.0326024928, 37.5739960704), (127.0291537886, 37.5774363434), (127.0294405767, 37.5773456038)]"
3568,서울시립대,0,서울특별시,동대문구,전농1동,"(127.0532005888, 37.5831056742)",0,[],7,"[(127.0526905202, 37.5847834512), (127.05054334785, 37.5845155908), (127.0532005888, 37.5831056742), (127.0539468024, 37.5829389315), (127.054027518, 37.5827204012), (127.0534104535, 37.5838303223), (127.05233085255, 37.581923126700005)]"
3569,서울시립대입구,0,서울특별시,동대문구,전농1동,"(127.0539468024, 37.5829389315)",0,[],6,"[(127.0526905202, 37.5847834512), (127.0532005888, 37.5831056742), (127.0539468024, 37.5829389315), (127.054027518, 37.5827204012), (127.0534104535, 37.5838303223), (127.05233085255, 37.581923126700005)]"
3570,서울시립대학교앞,0,서울특별시,동대문구,전농1동,"(127.054027518, 37.5827204012)",0,[],6,"[(127.0526905202, 37.5847834512), (127.0532005888, 37.5831056742), (127.0539468024, 37.5829389315), (127.054027518, 37.5827204012), (127.0534104535, 37.5838303223), (127.05233085255, 37.581923126700005)]"
3571,서울시립북서울미술관,0,서울특별시,노원구,중계2.3동,"(127.0662849768, 37.6405553357)",0,[],11,"[(127.0676813642, 37.6416476079), (127.0640914947, 37.63911331115), (127.0666020029, 37.6394438999), (127.0689531571, 37.6392980997), (127.0640590212, 37.640511954), (127.0642000707, 37.6391751636), (127.0662849768, 37.6405553357), (127.06907327515, 37.64199005515), (127.0642035099, 37.6406471232), (127.0691087074, 37.6392529913), (127.0688847724, 37.64049806325)]"
3572,서울시립청소년성문화센터,0,서울특별시,영등포구,영등포동,"(126.90240041205, 37.52494742565)",0,[],3,"[(126.90240041205, 37.52494742565), (126.9053221678, 37.5247141974), (126.90176615085, 37.523081752)]"
3573,서울시인재개발원,0,서울특별시,서초구,서초1동,"(127.0216620306, 37.4827225682)",0,[],3,"[(127.0216620306, 37.4827225682), (127.0215900394, 37.4827130909), (127.0224066461, 37.4829928478)]"
3574,서울시인재개발원.한우리문화센터,0,서울특별시,서초구,서초1동,"(127.0215900394, 37.4827130909)",0,[],3,"[(127.0216620306, 37.4827225682), (127.0215900394, 37.4827130909), (127.0224066461, 37.4829928478)]"
3575,서울시인재개발원입구,0,서울특별시,서초구,서초1동,"(127.0224066461, 37.4829928478)",0,[],3,"[(127.0216620306, 37.4827225682), (127.0215900394, 37.4827130909), (127.0224066461, 37.4829928478)]"
3576,서울시중부기술교육원.블루스퀘어,0,서울특별시,용산구,한남동,"(127.0034059345, 37.5413446448)",1,"[(127.0018408, 37.5408061)]",3,"[(127.0034059345, 37.5413446448), (127.0034716729, 37.5415271504), (127.0018587359, 37.5408570695)]"
3577,서울시품질시험소한국교원단체총연합회,0,서울특별시,서초구,양재1동,"(127.0280158186, 37.46750810025)",0,[],4,"[(127.02797711415, 37.46745255565), (127.0262056988, 37.465339092), (127.0268032923, 37.4692663126), (127.0280158186, 37.46750810025)]"
3578,서울신문사,0,서울특별시,중구,명동,"(126.9772704866, 37.5683636767)",0,[],7,"[(126.97591203268333, 37.56992932805), (126.9768521732, 37.5694603429), (126.9802557033, 37.5691427552), (126.9772704866, 37.5683636767), (126.9770031031, 37.5662159552), (126.9768938333, 37.5686649962), (126.9772622578, 37.5673575582)]"
3579,서울신정초등학교,0,서울특별시,강서구,화곡2동,"(126.85272748843332, 37.5310079487)",0,[],5,"[(126.85272748843332, 37.5310079487), (126.8511994867, 37.5325972086), (126.8518383056, 37.5290605908), (126.8549868778, 37.5313007228), (126.8498359358, 37.5307814088)]"
3580,서울아산병원동관,0,서울특별시,송파구,풍납2동,"(127.1075121845, 37.5270713223)",0,[],3,"[(127.1075121845, 37.5270713223), (127.1072397698, 37.5268515771), (127.107456036, 37.5247804317)]"
3581,서울아산병원앞,0,서울특별시,송파구,풍납2동,"(127.1098599029, 37.5248041522)",0,[],3,"[(127.1098599029, 37.5248041522), (127.107456036, 37.5247804317), (127.1128005858, 37.5247869969)]"
3582,서울아이티고등학교,0,서울특별시,노원구,중계2.3동,"(127.06284352355, 37.6420796521)",0,[],5,"[(127.0618534877, 37.6443447018), (127.06233440845, 37.64323594915), (127.0640590212, 37.640511954), (127.06284352355, 37.6420796521), (127.0642035099, 37.6406471232)]"
3583,서울암사동유적,0,서울특별시,강동구,암사3동,"(127.13097709335, 37.5593564828)",0,[],2,"[(127.13097709335, 37.5593564828), (127.13015340455, 37.557299410750005)]"
3584,서울애니메이션센터숭의여대,0,서울특별시,중구,필동,"(126.9874059964, 37.5586203825)",1,"[(126.9857354, 37.5608395)]",3,"[(126.9874059964, 37.5586203825), (126.985717, 37.56094), (126.9874967, 37.5563973)]"
3585,서울양병원,0,서울특별시,강동구,길동,"(127.1411148151, 37.5338734616)",0,[],4,"[(127.14258309465, 37.53410351835), (127.1419683439, 37.5338134361), (127.1411148151, 37.5338734616), (127.1390527352, 37.53533528385)]"
3586,서울여대.육군사관학교행정안내소,0,서울특별시,노원구,공릉2동,"(127.09467691375, 37.6261536139)",0,[],2,"[(127.09467691375, 37.6261536139), (127.09610958485, 37.62796455955)]"
3587,서울여상.서울문영여중고앞,0,서울특별시,관악구,청룡동,"(126.95303539095, 37.47304878405)",0,[],2,"[(126.9526859003, 37.4752166091), (126.95303539095, 37.47304878405)]"
3588,서울여자간호대,0,서울특별시,서대문구,홍제3동,"(126.9490235104, 37.5959625622)",0,[],14,"[(126.9486352187, 37.59658818733333), (126.9473859856, 37.5970603876), (126.94955695755, 37.59417123555), (126.9484499997, 37.5943770808), (126.9485551297, 37.5952391237), (126.946005064, 37.5963196848), (126.9490235104, 37.5959625622), (126.9489244644, 37.5958862983), (126.95237774085, 37.59584002505), (126.9515292919, 37.595525066), (126.94787791445, 37.5940538644), (126.946358616, 37.5960336917), (126.9502820509, 37.5968483174), (126.949165, 37.595987)]"
3589,서울여자간호대학,0,서울특별시,서대문구,홍제3동,"(126.9489244644, 37.5958862983)",0,[],13,"[(126.9486352187, 37.59658818733333), (126.9473859856, 37.5970603876), (126.94955695755, 37.59417123555), (126.9484499997, 37.5943770808), (126.9485551297, 37.5952391237), (126.946005064, 37.5963196848), (126.9490235104, 37.5959625622), (126.9489244644, 37.5958862983), (126.9515292919, 37.595525066), (126.94787791445, 37.5940538644), (126.946358616, 37.5960336917), (126.9502820509, 37.5968483174), (126.949165, 37.595987)]"
3590,서울여자중고등학교,0,서울특별시,마포구,염리동,"(126.9471491123, 37.54705554)",0,[],8,"[(126.9457309529, 37.54621832195), (126.9454756178, 37.5464053496), (126.9491591237, 37.5487968865), (126.9471491123, 37.54705554), (126.9475114204, 37.5484943866), (126.94397248305, 37.5469148657), (126.9484115777, 37.5488905784), (126.9498895, 37.5473978)]"
3591,서울역,0,서울특별시,중구,회현동,"(126.97234616644, 37.55715680144)",1,"[(126.9715835, 37.5559588)]",8,"[(126.9727847001, 37.5553184951), (126.97234616644, 37.55715680144), (126.9726190459, 37.55534204975), (126.9727726576, 37.5554664032), (126.9691946946, 37.55703563752501), (126.97375399144, 37.55842727788), (126.9738534689, 37.5587064564), (126.9722426097, 37.5598211345)]"
3592,서울역공항철도15번출구.국립극단,0,서울특별시,용산구,청파동,"(126.9689233333, 37.5530776036)",0,[],5,"[(126.96926249595, 37.5520676271), (126.9689233333, 37.5530776036), (126.9663550918, 37.5543234227), (126.9662684319, 37.5543899838), (126.9682414, 37.5529495)]"
3593,서울역버스환승센터,0,서울특별시,중구,회현동,"(126.9726190459, 37.55534204975)",1,"[(126.9715835, 37.5559588)]",5,"[(126.9736347966, 37.5538191493), (126.9727847001, 37.5553184951), (126.97234616644, 37.55715680144), (126.9726190459, 37.55534204975), (126.9727726576, 37.5554664032)]"
3594,서울역버스환승센터.강우규의거터,0,서울특별시,중구,회현동,"(126.9727726576, 37.5554664032)",1,"[(126.9715835, 37.5559588)]",5,"[(126.9736347966, 37.5538191493), (126.9727847001, 37.5553184951), (126.97234616644, 37.55715680144), (126.9726190459, 37.55534204975), (126.9727726576, 37.5554664032)]"
3595,서울역사박물관.경교장.강북삼성병원,0,서울특별시,종로구,사직동,"(126.9713844203, 37.5699306396)",0,[],5,"[(126.9731310593, 37.5702090071), (126.9713844203, 37.5699306396), (126.9704309338, 37.56921705235), (126.9721427974, 37.5700297892), (126.9705674, 37.5704837)]"
3596,서울역사박물관.경희궁앞,0,서울특별시,종로구,사직동,"(126.9704309338, 37.56921705235)",0,[],8,"[(126.9685514784, 37.5683096578), (126.9731310593, 37.5702090071), (126.9687628909, 37.5678204095), (126.9684410002, 37.567780077), (126.9713844203, 37.5699306396), (126.9704309338, 37.56921705235), (126.9721427974, 37.5700297892), (126.9705674, 37.5704837)]"
3597,서울역사박물관.김구집무실(경교장),0,서울특별시,종로구,사직동,"(126.9721427974, 37.5700297892)",0,[],5,"[(126.9731310593, 37.5702090071), (126.9713844203, 37.5699306396), (126.9704309338, 37.56921705235), (126.9721427974, 37.5700297892), (126.9705674, 37.5704837)]"
3598,서울역서부,0,서울특별시,중구,회현동,"(126.9691946946, 37.55703563752501)",1,"[(126.9715835, 37.5559588)]",7,"[(126.9683794719, 37.5563010952), (126.97234616644, 37.55715680144), (126.9691946946, 37.55703563752501), (126.9681731439, 37.558333939275), (126.9692025327, 37.5584769863), (126.9667444, 37.5570574), (126.969194, 37.558501)]"
3599,서울연은초등학교,0,서울특별시,은평구,응암2동,"(126.92446379125, 37.59064090275)",0,[],14,"[(126.9228428996, 37.5903182418), (126.9230239292, 37.5919225483), (126.9227127916, 37.5892872061), (126.922707725, 37.5910854317), (126.9223027568, 37.5891017087), (126.92446379125, 37.59064090275), (126.9227710551, 37.588787344), (126.9248871283, 37.5896248793), (126.9242152127, 37.5914972658), (126.924816737, 37.5894927695), (126.9239905211, 37.5920076161), (126.92524306855, 37.58846845355), (126.923617668, 37.5926925582), (126.9232780456, 37.5928410248)]"
3600,서울영림초등학교,0,서울특별시,영등포구,대림2동,"(126.90497213805, 37.4874218114)",0,[],4,"[(126.9051249039, 37.48956977865), (126.9058772925, 37.48742608005), (126.90497213805, 37.4874218114), (126.9081158844, 37.4877887144)]"
3601,서울영어마을수유캠프국립재활원입구,0,서울특별시,강북구,인수동,"(127.01195540405, 37.64011863035)",0,[],5,"[(127.01418315195, 37.64041111585), (127.01177657855, 37.6402398747), (127.01195540405, 37.64011863035), (127.01375887315, 37.6384146105), (127.01097875985, 37.64240431195)]"
3602,서울예술고등학교.평창동주민센터,0,서울특별시,종로구,평창동,"(126.9675554877, 37.6058704536)",0,[],6,"[(126.9675554877, 37.6058704536), (126.9700286792, 37.6066269493), (126.9695657901, 37.6066085153), (126.9664561083, 37.60546776105), (126.96506098845, 37.6048887215), (126.9651821817, 37.60477765845)]"
3603,서울온천,0,서울특별시,노원구,하계1동,"(127.0743128874, 37.639369407)",0,[],6,"[(127.0744265397, 37.6383451615), (127.07538544245, 37.63797453995), (127.0760520706, 37.6394263768), (127.0743128874, 37.639369407), (127.0729634977, 37.6404744601), (127.0757454244, 37.6392690925)]"
3604,서울외국어고등학교,0,서울특별시,도봉구,창4동,"(127.05268869475, 37.6452391145)",1,"[(127.0509423, 37.6456347)]",5,"[(127.0523038869, 37.6435236169), (127.05268869475, 37.6452391145), (127.05385498645, 37.6459360715), (127.0529615327, 37.64717215635), (127.051406, 37.644599)]"
3605,서울요양원.강남구립행복요양병원,0,서울특별시,강남구,세곡동,"(127.1034216704, 37.4606624779)",0,[],3,"[(127.1037790214, 37.4630469569), (127.1019177593, 37.4612421092), (127.1034216704, 37.4606624779)]"
3606,서울우유앞,0,서울특별시,중랑구,상봉2동,"(127.0730007759, 37.591597785)",0,[],3,"[(127.0730007759, 37.591597785), (127.0725893769, 37.59385241375), (127.07424568905, 37.58933070655)]"
3607,서울위례별초교,0,서울특별시,송파구,위례동,"(127.1456640004, 37.4782520766)",0,[],3,"[(127.1456640004, 37.4782520766), (127.14431519395, 37.4782156086), (127.1445616923, 37.4806326431)]"
3608,서울의료원,0,서울특별시,강남구,삼성1동,"(127.0655977398, 37.5125156594)",0,[],2,"[(127.0647754691, 37.51500614075), (127.0655977398, 37.5125156594)]"
3609,서울의료원후문,0,서울특별시,중랑구,면목7동,"(127.08758354256668, 37.58010182346667)",1,"[(127.0881295, 37.5825672)]",9,"[(127.0861028727, 37.5785307242), (127.0846413854, 37.58103184115), (127.0876333438, 37.579662425), (127.0885854999, 37.58234842195), (127.08965960375, 37.5805143075), (127.0874674183, 37.58079458593333), (127.08758354256668, 37.58010182346667), (127.0883306467, 37.5806209984), (127.0892215, 37.5823776)]"
3610,서울자동차학원,0,서울특별시,강서구,발산1동,"(126.8215935275, 37.546929391)",0,[],8,"[(126.8228975149, 37.54929097715), (126.8215935275, 37.546929391), (126.8222218772, 37.5474076052), (126.8242898924, 37.5479021564), (126.8240688466, 37.5471069801), (126.8214964458, 37.5452472613), (126.8213154243, 37.5460298822), (126.8196088, 37.5470548)]"
3611,서울장애인복지관,0,서울특별시,강동구,고덕1동,"(127.1488653124, 37.55514023985)",0,[],4,"[(127.1519969244, 37.55476419805), (127.1494566539, 37.5547120038), (127.1488653124, 37.55514023985), (127.1464891526, 37.55471034215)]"
3612,서울장애인종합복지관,0,서울특별시,강동구,명일1동,"(127.1464891526, 37.55471034215)",0,[],8,"[(127.144571, 37.556602), (127.14424711705, 37.5536957397), (127.1494566539, 37.5547120038), (127.1434559296, 37.55470087935), (127.1446290993, 37.5560300716), (127.1488653124, 37.55514023985), (127.1464891526, 37.55471034215), (127.144282, 37.553741)]"
3613,서울정인학교,0,서울특별시,강북구,수유1동,"(127.0129563966, 37.6292284736)",0,[],9,"[(127.01220290265, 37.62795964815), (127.01608511276667, 37.62879062573334), (127.0135417904, 37.62819762985), (127.0129563966, 37.6292284736), (127.011471032, 37.6277866374), (127.0130182253, 37.6291799773), (127.01523441995, 37.6284186708), (127.0137526277, 37.6316219357), (127.0162605, 37.62948300000001)]"
3614,서울정형외과,0,서울특별시,은평구,응암2동,"(126.9186986435, 37.5953151912)",0,[],7,"[(126.91855891, 37.5953834724), (126.9180735613, 37.5934527849), (126.9186986435, 37.5953151912), (126.92052764965, 37.59352275205), (126.918085441, 37.5943012058), (126.91876193045, 37.5937599121), (126.9178236281, 37.593110285)]"
3615,서울준법지원센터.동성빌라,0,서울특별시,동대문구,휘경2동,"(127.06753699205, 37.58561754815)",0,[],5,"[(127.067785612, 37.5877807955), (127.0675200966, 37.5872136374), (127.06753699205, 37.58561754815), (127.0701077172, 37.5845545536), (127.0694453988, 37.5841838714)]"
3616,서울중부기술교육원.블루스퀘어,0,서울특별시,용산구,한남동,"(127.0034716729, 37.5415271504)",1,"[(127.0018408, 37.5408061)]",3,"[(127.0034059345, 37.5413446448), (127.0034716729, 37.5415271504), (127.0018587359, 37.5408570695)]"
3617,서울중앙교회앞,0,서울특별시,은평구,응암3동,"(126.9182024844, 37.5852376659)",0,[],4,"[(126.9182024844, 37.5852376659), (126.9189181577, 37.5850505775), (126.9196287653, 37.5829383176), (126.91995924665, 37.586582341950006)]"
3618,서울중앙외과,0,서울특별시,중랑구,면목제3.8동,"(127.0943579581, 37.5877767134)",0,[],8,"[(127.09423657005, 37.5879286366), (127.0942024667, 37.5878378611), (127.0943579581, 37.5877767134), (127.09672085435, 37.5893888327), (127.09519611305, 37.58659187445), (127.0948314552, 37.5864373874), (127.0948116, 37.5851717), (127.0948116, 37.5851717)]"
3619,서울중앙지방검찰청,0,서울특별시,서초구,서초3동,"(127.0063907898, 37.4946605227)",0,[],5,"[(127.0062917917, 37.4944859163), (127.0063907898, 37.4946605227), (127.0063341369, 37.494401214), (127.0058991551, 37.4956521739), (127.0072658333, 37.4928824468)]"
3620,서울중앙지방검찰청대검찰청,0,서울특별시,서초구,서초3동,"(127.0063341369, 37.494401214)",0,[],5,"[(127.0062917917, 37.4944859163), (127.0063907898, 37.4946605227), (127.0063341369, 37.494401214), (127.0058991551, 37.4956521739), (127.0072658333, 37.4928824468)]"
3621,서울지방경찰청.경복궁역,0,서울특별시,종로구,사직동,"(126.9714954531, 37.5759010413)",1,"[(126.9732554, 37.5753941)]",3,"[(126.97200998716666, 37.57671199803333), (126.97012218605, 37.57617654645), (126.9714954531, 37.5759010413)]"
3622,서울지방법무사회,0,서울특별시,서초구,방배3동,"(126.9986552738, 37.4799982895)",1,"[(126.9970265, 37.4812798)]",9,"[(126.9991879378, 37.4788989601), (126.99773250015, 37.4815480594), (126.996647681, 37.4811283015), (126.9965518002, 37.4810971171), (126.9984429828, 37.4815347346), (126.9986552738, 37.4799982895), (126.9966259492, 37.4812672268), (126.9985536909, 37.4798595834), (126.997638, 37.481512)]"
3623,서울지방병무청,0,서울특별시,영등포구,신길7동,"(126.92207198905, 37.504781169)",0,[],14,"[(126.9218342651, 37.50380795), (126.9217278782, 37.5035625656), (126.92488768915, 37.50579583385), (126.9230402931, 37.5039977996), (126.9210430897, 37.5023756414), (126.9216885218, 37.5063636654), (126.92207198905, 37.504781169), (126.9230906508, 37.506889108), (126.9252662338, 37.5045467243), (126.92163308785, 37.50511935805), (126.91990110985, 37.504097106900005), (126.9241049106, 37.5028693967), (126.9224904421, 37.5039996764), (126.9240783709, 37.5039423176)]"
3624,서울지방병무청앞,0,서울특별시,영등포구,신길7동,"(126.9230906508, 37.506889108)",0,[],5,"[(126.92488768915, 37.50579583385), (126.9216885218, 37.5063636654), (126.92207198905, 37.504781169), (126.9230906508, 37.506889108), (126.92163308785, 37.50511935805)]"
3625,서울지방조달청.서울성모병원,0,서울특별시,서초구,반포4동,"(127.00397386956666, 37.499993885466665)",0,[],5,"[(127.0045250991, 37.4979562272), (127.0040275959, 37.5003385463), (127.00397386956666, 37.499993885466665), (127.0008408063, 37.5009077051), (127.0028333, 37.497689)]"
3626,서울체육중.고등학교,0,서울특별시,송파구,오륜동,"(127.131505349, 37.5223766176)",0,[],2,"[(127.131505349, 37.5223766176), (127.1320358139, 37.5224219285)]"
3627,서울추모공원,0,서울특별시,서초구,양재2동,"(127.0427427708, 37.4541831728)",0,[],1,"[(127.0427427708, 37.4541831728)]"
3628,서울특별시.보라매병원,0,서울특별시,동작구,신대방2동,"(126.9240505191, 37.4928236673)",0,[],6,"[(126.9258786472, 37.4926303749), (126.9240505191, 37.4928236673), (126.9242567522, 37.4904780462), (126.9244605918, 37.4912048829), (126.92487012895, 37.49235910635), (126.9245497915, 37.4911134715)]"
3629,서울특별시북부병원,0,서울특별시,중랑구,망우본동,"(127.10800877315, 37.6044627235)",1,"[(127.1079185, 37.6066215)]",6,"[(127.1079813498, 37.6020454056), (127.1080165435, 37.6023505418), (127.10800877315, 37.6044627235), (127.10590928665, 37.6057717602), (127.1075370839, 37.6062109225), (127.10623272555, 37.6055850006)]"
3630,서울특별시어린이병원.강동-송파예비군,0,서울특별시,서초구,내곡동,"(127.071105076975, 37.457292486775)",0,[],1,"[(127.071105076975, 37.457292486775)]"
